reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOEKVl0XJUEcOERCUsjh2oqnQEus6NNfW1cKk29koYPKGhxgicjCs3ZvSdS-wvhsYPqu2MxD_NqrY41mEps,jordyn,https://play-lh.googleusercontent.com/a-/AOh14GgHLaBFRDmpNTVJQurb0FWFPhgp_HaAQ9rSDPL6GA,It's so simple yet looks so good!,5,0,2.118.0,2021-07-08 20:55:22,,
gp:AOqpTOFM8fYP4H-e63mLejc1jcbPyQpEvTgKMLLws8h4tDr7RtwXh-O0NHbFgnUOGwGvumbf35uAd13qCTD8peE,Sanika Deshmukh,https://play-lh.googleusercontent.com/a/AATXAJxlItLnWoV_2B4I6r1e2k00jTdNu_IO1n7JPmA9IQ=mo,The design is not downloading. Pls fix it.,3,0,2.117.0,2021-07-28 11:28:26,"Hi there. We're sorry to hear that you're having trouble with the app. We will make sure to take note of this for us to improve the app. For us to check, kindly send us a screenshot or a recording of the issue and send it through canva.me/android. Please keep an eye to our future updates with performance improvements. Thank you -Gel",2021-08-08 10:03:40
gp:AOqpTOFkRY8A7fWqREhAFJZk9dyliPzshh-WVKmAqUTkSFrUPMZVFRl2MnurgJ7a5XWo9yK5bY3RIWBFLmP97L0,MUFEEDA BANU,https://play-lh.googleusercontent.com/a/AATXAJy8PwudajDvJMVxCFCfypCUxPjRZ8-npvGaNVow=mo,good app..I tried various apps . but this app just awesome.... just loved it....,5,0,2.121.0,2021-07-22 08:53:59,,
gp:AOqpTOHYZCwnnIJ_HIW129p7F6fxnET3PA4HVnj-gWLvTv2-DSedDJ5pv4kTA3r6uhWMLLoXCuyRIY3ZCOEfzMI,Nikki Mather,https://play-lh.googleusercontent.com/a-/AOh14GgIw0N_H95Ppz8Ki4dWnEfARBYBd6dh1X4wyMjZuw,Mobile download quality is PANTS! Bring back full resolution!,2,0,2.120.0,2021-07-25 06:58:23,"Hi Nikki, we're sorry if your designs turned out to be in low quality. We want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-08 05:38:48
gp:AOqpTOHsSawbqTTE6G8hMD4rCwUK4Vl4Mwv4gMkNVPjNI9iz8zM18ldsVTtqzabPSA6AsYRQ_xBY967cOr0mIPY,Dozthor Zurlent,https://play-lh.googleusercontent.com/a-/AOh14GjwemSJ7V_ye1lAhFHavR1oFJF4rP_ymTlXvhG1,Great app. Easy learning curve,5,0,2.123.0,2021-08-15 04:06:05,,
gp:AOqpTOF2GVEhobKNjfATAEWQxutluuu9chFCWLJzAHI-jeFtbfqnD3TVu9L-PDmmwmnrh5RDp5gHV7WO9NARMUg,Saarthak Kalewar,https://play-lh.googleusercontent.com/a-/AOh14GjBNIXIPAmVIi9KbAd2sIEC6-_8YK0Zxx84ERx5sQ,It includes all the stuff that a designer needs.,4,0,2.120.0,2021-07-19 14:56:53,"HelloSaarthak , thank you for that outstanding rating and feedback. Here in Canva, we believe designing should be easy and fun. Please make sure to update the app to get the latest features. If you have any suggestions, you may send us some details. Best regards. - Claressa",2021-08-07 19:25:20
gp:AOqpTOGTICgT5w6Qhoz55w0Qr6XSeqdwxlsHB62rol8mW10rrqSCJy8YohUHGRqjjyWootwM_8LnPZqQByAnmCY,Celiwe Molahlehi,https://play-lh.googleusercontent.com/a/AATXAJzlmzUoGAtnSTgynjdCgWmn3oXPqAdpvta-3o53=mo,Great and easy to use. ao helpfulll,5,0,2.123.0,2021-08-06 11:50:40,,
gp:AOqpTOFsWsFknkhJcKU2CDbu7iVikpxDGurlALGcSfatiyTx1705pjy4bgrsrrUtJpgAkoMwuTDOWBYboouha20,Michael Musiyiwa,https://play-lh.googleusercontent.com/a-/AOh14Gj_9POWlMb9zb-IpZi7K-CBq8w8IjqHgBZ_LBcnQg,Use it mainly for istagram its got good design templates,5,0,2.124.0,2021-08-22 05:00:59,,
gp:AOqpTOHof9S6Uh1_WbiOjo3ecn3ZEIRUHmJYnl2SWvsx03ihHDSysaP6coC8d5saNOiNaYkhKlMJ5QWjLwCU-28,Suvarna Gujar,https://play-lh.googleusercontent.com/a-/AOh14GhpoMbKYJKKC1UIL5A0VrqXI7x_X-AH-vZ7w089EQ,One of the amazing app . I really like this app . One app with all feature .,5,0,2.119.0,2021-07-14 12:44:17,,
gp:AOqpTOFV63tDH2w_CIlSj8tKrs5HSNJmWyFDPXB-zXJ4Tc0OP9rSuZf9Oz9DbDyjfbsUkt8rmQuiyFraFPcMyYo,Robert Jay Asuncion,https://play-lh.googleusercontent.com/a-/AOh14GiaeUk8O-V6S6k9tzA59uP2Nrs5r1DEPotHNiXp,Easy to design for beginners,5,0,2.123.0,2021-08-05 20:02:47,,
gp:AOqpTOH3FPeFUOombS5wV1xMKzTAwnMEifIIs4dHnFXtqylgD2OeJ1J8m9aY-ImzYTxR4yr0opHem9E-FSGiziU,Nedine,https://play-lh.googleusercontent.com/a-/AOh14GgjQYB0nOL057PxHWsnBWSOR0UHjK79B1Lim5aELQ,Its the online design app I use... On my desktop too!! The app is so convenient!!,4,0,2.122.0,2021-08-02 12:49:23,"Hello there, thank you for your feedback and for using Canva. We really appreciate it! We believe designing should be easy and fun. Please keep your app updated to get its full features. For your concerns, reach us at canva.me/android. - Cynch",2020-11-24 06:03:12
gp:AOqpTOEQW3P1C73Mu3ASn0Uf46TbBdF6fe2G4Hdh0ZQ67QLgKzCcmCPAOQjXgqRNnXyxGy6fKC_C6o4w0KihlRw,Saeed Kiyani,https://play-lh.googleusercontent.com/a-/AOh14GibVllTNT2_hvv_jeAGEGJhGIEOId2JR_B1zyHDlA,"Very nice application, I was looking for a similar application.",5,0,2.126.1,2021-09-01 13:08:08,,
gp:AOqpTOGNw49F1zbpnaY-KtnUoH77K0W1IdO62-qFIiL2RVxqCq6gKUy3joYf2tJv18B3ApFQfKFGV27b5xmNN2U,Lionell Ndungu,https://play-lh.googleusercontent.com/a/AATXAJzAy4T2QtvobMUOsQ9jrb1T5XWsooN9yRdrymeA=mo,the best designing app I've come across.,5,0,2.126.1,2021-09-01 11:21:15,,
gp:AOqpTOG8fS2uh1d9Mwg1d4IDxccnm5WKyPZoj9aXcoqzLyXD8CdA2jsPRPgcBrOs2xQwYffbd7Cald9L6rd161o,Douglas Jackson,https://play-lh.googleusercontent.com/a-/AOh14GiDQMnVqtmAg7AX83vJRssFbODGXzOJztdd07b6mQ,Canva is the best app for creating awesome designs,5,0,2.126.0,2021-08-31 01:07:04,,
gp:AOqpTOG2CY0_OggvdpRQGLFgp24-zCG7T2okxpi3xomInVeHT8-HF5T3NDqVqmFPpUI-YNECRg-eM5CWPbceyTw,Camilia Hall,https://play-lh.googleusercontent.com/a-/AOh14GhFFo9Fix-4uIyze4bUbZzngrSsdKGUg2xvB08inmk,I love this app. Easy to use and navigate.,5,0,2.122.0,2021-08-04 04:10:50,,
gp:AOqpTOGmmAaFnPO8kV3m5nCnCKFIFjVvDVV1_-U38IN2RAcS_8ssi4UyAPOqHy95Tb3r5sRewo8w_fL-_GjDzk4,Shubham Pandey,https://play-lh.googleusercontent.com/a-/AOh14Gh4OwuBg8FF4pzmmbqvcpKLhcc1xSFSAVxjVLXHvA,its great 👍no doubt but feels too much laggy on my phone,4,0,2.127.0,2021-09-09 03:04:34,"Hi Shubham, thanks for the feedback. Sorry to hear that your app loads slower that what you expected. We have released a version of the app with better functionality. Please update your app and if this doesn't help, send us more details about the issue so we can further assist you to canva.me/android. Many thanks for your patience. - Cynch",2021-09-14 10:18:30
gp:AOqpTOHRq0qK2MLVZgNRwzb7Powf4GmUGjJk2YP3LMFxK1kc1XrjYnjN8RBjKt_8PNNIbhfQeo0NyEMNspfIXa4,Renu Gopal,https://play-lh.googleusercontent.com/a-/AOh14Gj9lK0t2JiP_4fLZAKV9ctkFmcfC-MBrQIs_0ccFg,Unable to download resume as PDF. It needs payment for that,1,0,2.126.1,2021-09-03 15:20:39,"Hello Renu, thanks for the feedback. There could be a premium element in your design. To know in advance if an item is premium, check the stacked coins icon on the image thumbnail. Keep your Canva app up to date for more amazing features and free elements. For other concerns, contact us at canva.me/android. - Cynch",2021-09-06 07:13:27
gp:AOqpTOFkIDM1ZtsCpXS4uLz7jXRYcKLXM5f2fozKR7Wp6hOZtiw6if3pRjowOUdhkcejReIK6hv7VqYlnqEYu8E,Pubg Mobile,https://play-lh.googleusercontent.com/a-/AOh14Ghc3Yc-u07d5DgeOFLEhGrhJQcfgD5fKEZ5kdbc,Hd Logo maker and nice fixing,4,0,2.127.0,2021-09-08 12:18:18,,
gp:AOqpTOGagZVTvvjuVpNdRnbOkeCyTe3k2ug9pI636FnHwuPdDg7pZ10wLgWTZv7pZfgHRFT_J_U3tZMeiB50-Ww,kingsley godwin,https://play-lh.googleusercontent.com/a-/AOh14GgcqrVyEk3GaZGV-Zmw39iQZHvyNE1IZHafI1r6,perfect tools for graphic designs,5,0,2.120.0,2021-07-20 10:34:41,,
gp:AOqpTOFXi_VXPCwQMixOxzv-arL_VvPDK0SDUHOkYMObLxI2EJgSn0Vw-sE855BitIoH1yWxgDjaLbnlkzWHCjw,Sheareen Tey,https://play-lh.googleusercontent.com/a-/AOh14Gj3MGo1bfPwolEklbGIHFIpr_egV9o8_ssCGHlbxQ,My sis recommended this app and its like love at first sight! User friendly and cute!,5,0,2.123.0,2021-08-06 13:25:40,,
gp:AOqpTOHGuBPr3rEGgbQR3crAwsHIGgnwFc6p0H7a9B4Wfjw59YACt4SxjEfc4lk5-GNCEh6fbVqt5jd5qTu9b7g,Asad Ali,https://play-lh.googleusercontent.com/a-/AOh14GiczqftEyyjghmfzREACm5OZbZRIoDoyRa1LTwvSQ,Very Very Reliable App So Many Options and Great Function Very easy to Use,5,0,2.121.1,2021-08-05 07:39:14,,
gp:AOqpTOG35r94C9_EkY_Y0jggcoMHrcaVCcxTVmDkgaLGNLnNJ-q6DnulzwwKP1AgW-zoSMrfTVfQaRPOmCU75A8,Garv devil gamer,https://play-lh.googleusercontent.com/a-/AOh14Gg61KSyQWdZ-B3x_xgdgmGsEjfcb6Z1hHObI8Kd,nice app but we have to pay for that that's why I rate 3 stars,3,0,2.125.0,2021-08-20 13:19:58,"Hello there. Thanks for your feedback. The app is free to install. We understand you have to pay for premium elements but you can still create designs using the free ones. We add more free elements in every update, kindly keep your app updated. Let us know your concerns at canva.me/android. - ED",2021-08-27 11:44:57
gp:AOqpTOFvmYrcKX6WMVTccVsn_zggRoLSfJnoAbcjsFSAtdVouL6PHbc4woeDHsP9t_NFMQLmh7UAf5f7cr4y6ng,Bonita Green,https://play-lh.googleusercontent.com/a-/AOh14GhHkEIDWwRDtFOR910bBXVCQADMa7vF3jm6WdOJ8g,wish it was easier to edit on phone. I guess I need to do a few tutorials 🤔,4,0,2.121.1,2021-07-26 23:25:03,"Hi Bonita, thanks for the rating and sorry to hear that you find the app difficult to use. Please visit support.canva.com for quick guides or you can check out this video: bit.ly/3cXgShj. We also suggest that you keep your app updated to get it's full features. For your concerns, send it to canva.me/android. Regards. - Claressa
",2021-08-11 07:18:04
gp:AOqpTOHIp-mbTb69E-1nYU_kRDPsG8xdPlgFDHRcrTvqD7Rwxt7tJNgP2Sz2XsiNkaQFR-G9eTXXWynRvBi0eNM,Dani,https://play-lh.googleusercontent.com/a-/AOh14GgIL9RxjLn8wah3G9raspMH4MtvVIhL2MST8GztvQ,Very intuitive and user friendly,5,0,2.119.0,2021-07-13 03:41:14,,
gp:AOqpTOF_evqhcbTAf1EJAH9gAkLhYEtq9EwQhM4S5kkUByw9sq0f0ypLrm_eYMLYq_7_n8bi6C1mP1vH5Mezvuo,Dane Ramos,https://play-lh.googleusercontent.com/a-/AOh14GgnZkj9ZK7FRkkxYDHo1lYrSAgDzpk9MBEYRA1wiA,i love the improvement of your app💞 thank you for making this better and better.,5,0,2.128.0,2021-09-12 05:37:50,,
gp:AOqpTOGkql4N-IqMEXjSrR0kMOUm-WnLtl8iZfP-LbAsgy5vxp3caSGVbcKlqL5xQKLcGOPB9EppZb5wU2BRfSs,Reyansh Ranjan,https://play-lh.googleusercontent.com/a-/AOh14GgOJCz-eFnLcGRLQNbPGQBxkSvj_0h2cb2NauARy8w,The best place to create content if you're a beginner.,5,0,2.123.0,2021-08-10 06:59:39,,
gp:AOqpTOFPHs3jgjI7KFFKu_LZ9uAH31Ww2fwIiim-a16ZRaci04PTUJVonvE1gYIdb8jhzDBK8ukvR9b8PLmaVX4,Insha cars,https://play-lh.googleusercontent.com/a-/AOh14GiI2-vMJeduBY2Bz_EWLKRjanwKNxhvrYBt4NC0,you can add more themes.. but its so easy to work that's good,4,0,2.120.0,2021-07-18 10:52:28,"Hi there. Thank you for your feedback and suggestion. We'll let our team know about it. We aim to provide the best design experience with the app so your input is truly valuable. We regularly release new updates, we suggest you keep your app updated. If you have concerns let us know at canva.me/android. Many thanks. - ED",2021-08-05 17:29:48
gp:AOqpTOGy36_0fNbdBRqkNRiQQPkQnxgTLwp0D_R3Z-Xxs27tyZ7hUU3ZHxLFHd_llHfjqqicRMccPdfQWhHROns,Sumit Thakur,https://play-lh.googleusercontent.com/a-/AOh14GijMvrdD1jtmRla-nf2YYjSq3SjOldLNfULn1EgaQ,Awesome editing app. Really it's good for editing.,5,0,2.122.0,2021-08-04 05:44:14,,
gp:AOqpTOEuOwdjXUHDVapsRb4DEzazkLf0nfG2-avW5vl1BhutwKUCwGLMSXyCLLach1P_GwHSHJsCxFPRe2GEypE,xavier torres zamudio,https://play-lh.googleusercontent.com/a-/AOh14Gi7sNYzpn0XfghEYRAcs9vQF5HlEUVcy4DdxuJy,excellent tool for creating designs in all its platforms,5,0,2.121.1,2021-08-04 14:04:29,,
gp:AOqpTOGPkeVYmaAK6wK2bLRkq_7gKKGgr0Zbkfa--B4pxkw-LtcbZq4lAZZD9yCqD6YxiorDLf9Vf43SuwIUqcI,Shankar Chandra,https://play-lh.googleusercontent.com/a-/AOh14GiF1KkmVHJj49fHEw8QX3yAhrze03MZ3X2BpgyjtPY,Very poor or bad application as per my experience. Very slow and takes big time to use this app,1,0,2.122.0,2021-08-04 04:22:09,"Hi Shankar. We're sorry to hear you're getting such issues with the app. We have an updated version which includes new performance improvements and error fixes that could fix the issue. If the issue recurs, send us a screenshot or video recording of the issue at canva.me/android. - ED",2021-08-13 06:14:19
gp:AOqpTOFlBovYhFPj19DFYUDaJ2K-FYnQrLXvfCiIB9vWcPJ0hhNhyHczNGW-w3K5icPj9Qf2fFT577UWBBrCDjw,La Polka,https://play-lh.googleusercontent.com/a/AATXAJzM6_uD4xg79S52zxbqSPE0allbuAujZDaBKB7G=mo,Im using canva pro but each time when i saving my project the image is blur,2,0,2.122.0,2021-08-19 14:59:59,"Hello there. Thanks for the feedback and for reaching out to us. We're sorry your design turned out blurry/pixelated. Check this link for possible reasons: https://bit.ly/3sQ0Sdh. If error persists, send us a report at canva.me/android. Don't forget to check our updates for new features and improvements. All the best! - Cynch",2021-08-22 22:45:48
gp:AOqpTOGwj3dQmLdESw50AX8-XfJKSdd6n8S9Ur0RGXAXBHlrY6f71ckbnMb4IynDPXdFXYVgoi7DaQOzGo6qzgc,Heather Hall,https://play-lh.googleusercontent.com/a-/AOh14GhNqF92szCZjEHa6XANyxDk0U8zzkCOuskIYkHIzw,easy to use and a ton of cool options,5,0,2.127.0,2021-09-09 12:17:55,,
gp:AOqpTOGGZ_n8pThPRkPBK4jkLHmCL2BzdFvAOGcu8kKldTjUPRaCZTYAQMl5UXk-8VtgAEU5aqeJYY9hyuFINvA,Mohit Shingadiya,https://play-lh.googleusercontent.com/a-/AOh14Gj-AeoF8g5mc_nWTB_2lBVgu4E1tbJgqv0oYReR,very super editing and design app,4,0,2.128.0,2021-09-10 12:43:15,"Hi Mohit. Thanks for reviewing our app and for giving us a great feedback. It means so much to us. If you have other concerns, reach us out at canva.me/android. Kind regards. - ED",2021-09-15 01:53:24
gp:AOqpTOHHdgDE8ie5eVMT4svBP0vdG_LYuct6mpHF0O42d9FGFjf2lh22xL6DZRwZfsQNghoKAM8JrJNIuhhle68,Tali Oberstein,https://play-lh.googleusercontent.com/a-/AOh14Gj2QF6mYDJD4zaTsI7jbIfmmgpkmrWuDLYU9I9xE-g,love how easy it is to use an navigate,5,0,2.126.0,2021-08-27 13:05:41,,
gp:AOqpTOFm_BkNtxg9v7-kTl4apUjfTouKq8bL9QL06yhdPKli8UzFEBK_cKm78WYVNgxRK8hMJjaYTZahAHLiph8,Panda Rat,https://play-lh.googleusercontent.com/a-/AOh14GjtZ1Uiic5dyRTAULmcMrSzmhxCIItV-ThaGj3y,It's amazing! Super simple to use and very helpful! :D,5,0,2.123.0,2021-08-08 20:00:17,,
gp:AOqpTOHIoydzlK64pIo3vmroYFN3f2ZCLhU25yzuWIHgVnZbvAHXqyFJlJz_Pu641pNe71yrdinjatzp7c0cXzI,tehani kasundani,https://play-lh.googleusercontent.com/a-/AOh14GjU-rOEmbqslwbN-y9I9kDp2CaRKk6aKEJ4xIjdcw,The new version is extremely slow,4,0,2.127.0,2021-09-05 12:04:02,"Hi there, we're sorry if the app takes time to load. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-09-15 03:45:39
gp:AOqpTOGpxTIykRqaGZpQ0mbrH7txcAploEtMNX5imTgjelcnTeeDpSraSaKBAENAhEv_UGrjw9cTmivNATLzP3A,gaming tube,https://play-lh.googleusercontent.com/a-/AOh14GgWmzs8WW--rpOI83X9zLQn5XwuthBdbJtDMoMT,Bit laggy otherwise really good. I dont have anything running on background,4,0,2.122.0,2021-08-05 14:41:01,"Hi there. Sorry to know that the app lagged. This may happen if multiple apps are running at the same time. Close unused apps and re-open Canva. Update the app to get its new features. If the issue recurs, report it at canva.me/android. Regards. - Ahn
",2021-08-05 14:05:13
gp:AOqpTOGjOj76wFPBljUcSCIPTTgXKb-OHTK-DHetvARcR53fBkElQ1xDDNpeIDFWtFIIxGHwyVxpKJXJq7fvE2I,Matthew McKean,https://play-lh.googleusercontent.com/a-/AOh14Gjispzww0_zhkgze1iMEWXQvx7T6cQikEvpfsAyPl8,"A game changer... have heard it called ""cheating"" by a graphic designer.",5,0,2.125.0,2021-08-21 16:32:52,,
gp:AOqpTOF-tFFLxBX-R_afmDbAU9qhrkpfCqvxgCKjOytnukwB9rQjx5iADMk3Un7WgZYZpNLgPRSrDzxjwaaNIJg,3/11,https://play-lh.googleusercontent.com/a-/AOh14GiOh58mpFczkqlsAsE2GGNvdyRrVQv4p4tLtRxy6Q,Good concept but this app is a total garbage. I cant save a poster that i created.,1,0,2.123.0,2021-08-09 12:45:54,"Hi there, we're sorry if your unable to save the poster you created. Here in Canva, we want to make sure that you are properly assisted with the issue you encountered. Please provide us more details through here: canva.me/android. Don't forget to check for updates to get all the functionality of the app. - Lou",2021-08-15 02:04:35
gp:AOqpTOF3oZ1sqzbIaTJqLdsc43wQQZPGh7jd6EEs-hTuFCuowBDhD_kLiBpaNa5HAjl1jvBQp-oEfA8BpOVmYbg,Alok Kuldeep,https://play-lh.googleusercontent.com/a-/AOh14GhGK-4wXKhtqPMp0dtRP01mtbAtwX2BBiidkiZQ,Great eco friendly app,5,0,2.128.0,2021-09-12 15:32:06,,
gp:AOqpTOH3c7vtjRcNz2FQFE6swNGsd0PDoUEnwEynliHv5PQOCF47Joj2_3xJFCk60pqS1PDrpgdK_HZDAVDvyD4,Agunelu Bonaventure,https://play-lh.googleusercontent.com/a/AATXAJyG8rIPfFib8yVAy9Fe7v5cLNVZTDd8VyXSaGFc=mo,very good but unable to change picture background,3,0,2.120.0,2021-08-25 20:06:29,"Hi Agunelu. We're sorry to hear you're getting such issues with the app. We have an updated version which includes new performance improvements and error fixes that could fix the issue. If the issue recurs, send us a screenshot or video recording of the issue at canva.me/android. - ED",2021-09-01 17:18:40
gp:AOqpTOHG6-_b7TPlWZBxLlK4Mu1PDx2dzAeXOPzpO6-3OSqdH0l6A5gCc15bYcsoWolBOgAhrXTePqXOXetk2jA,898 Manoj Badiger,https://play-lh.googleusercontent.com/a-/AOh14GjxOYs7S8VMfT34FTqrOaTEHH_uXRKchLCFxZjSgw,Everything is gr8 except that it takes q long time for making the magic.😂😂,4,0,2.121.1,2021-07-27 23:16:39,"Hi Manoj, thanks for the rating and we're sorry if the app takes long time for making the magic. To fix this issue, try to update your app on its new version because we include improvement performances and bug fixes. If the issue persists, send us the details through this link: canva.me/android and we'll take a closer look. Regards - Claressa
",2021-08-14 13:30:03
gp:AOqpTOGGLs-T4pVk2qT5JU4nAjTgaOm5GxMTNAvKDtlmLpvPJ9fVObiRYgOVWQZHxiT7RVzWjIm2GuT28DXGRo8,Maajid Ahmad,https://play-lh.googleusercontent.com/a-/AOh14Gj-lW0C7bSV8_SLSD1ZIindaZVJ8VvoFq9FRmDzHw,"Best App, everything you want is at your finger tip.",5,0,2.121.1,2021-08-03 07:23:00,,
gp:AOqpTOFr59MUIoNSHM0sRpel8UPGnmGOueADKsH0fwdPjiwb1rs17TKSo3FCnMvrJUU75h2qPB5O808EAKsQKOU,"Fields Tax Accounting Services, LLC",https://play-lh.googleusercontent.com/a-/AOh14GgEEgBj2Sqm5hila_3m7KxinVGX056p_Cj9Al9g5Q,Issues with uploading videos and using the photo effects,1,0,2.120.0,2021-07-21 01:59:14,"Hi there. Sorry to hear that you are uploading videos. Try closing Canva and re-open the app. You may visit https://bit.ly/34nRMXC and https://bit.ly/3cXqShj for guides or tutorials. Update the app to get new features. If the issue recurs, report it at canva.me/android. Regards. - Ahn
",2021-08-07 13:53:04
gp:AOqpTOGhAeMRHzQrscO5d5LaOFgk3hz3sdXuNAyJJppLvtKkCtX8Kc6voc_v5jtx2eVsCQ-ye6644TQG908pAEA,Ritik Vishwakarma,https://play-lh.googleusercontent.com/a-/AOh14Gjvv047ccNZ4awmb5e0vvscTnAXAKZlFuN_MJT7tQ,it's a very important and very useful for beginners and also all people,5,0,2.127.0,2021-09-10 00:59:21,,
gp:AOqpTOGk4qbn1k9zLHBQPpduN55MmAgG_kjSG43enxS6O2_8e28qzLls_nM_LvCJdVF-ttftUJw9ohQtlykeM1E,ADIMAS EKO RAHARJO,https://play-lh.googleusercontent.com/a-/AOh14GiQrVL2CXbtNUdTQkzf8ZQKI-D2MrAa-FbBZMG7mg,very easy to use and maximum results,5,0,2.124.0,2021-09-06 15:45:09,,
gp:AOqpTOHOrMas_DO7Q8qkygtIZgtIg9Edu0zCssZYOt3NAv5lxZIKE1UOPBLgIE267Mh8HYzXSBo90jsxkeV3cro,Uzochukwuamaka joyful,https://play-lh.googleusercontent.com/a/AATXAJxtrENiy4FN1ZqXoYdvp7OkIWZ9xvUiCKcTf4Gh=mo,Its so easy to design with even without been a professional,4,0,2.124.0,2021-08-24 07:40:52,"Hi there, thank you for the feedback. We're continuously working to make the app much better. Don't forget to check for updates as we regularly add new free elements, release new features and improvements. - Lou",2021-08-29 14:22:03
gp:AOqpTOEDtF0oSDBz5h6ZGJ4lWIZe5LTTpTGSHHTw2DyxDd8yc5UP45Q6Kb19B10NM_pWBfy8I7Y1Wac-VGVyHmQ,Weedy Kusuma,https://play-lh.googleusercontent.com/a-/AOh14GgYHPE4nTsYyVayalRZJAsjb2ZJbLLvXyTaTwm_lA,This application really helps me to develop one of the subjects that i teach,5,0,2.119.0,2021-07-12 08:45:16,,
gp:AOqpTOFw9Jk1Hn590j4KM8YMunIwrfw_WTgH38rjh_tPODTGNUxrEH318kFYwbxAUiMJtXNNu_CwqYlAKnseIlU,Bernady Magdale,https://play-lh.googleusercontent.com/a-/AOh14Gg3YpP2Ho9MxvwWPkG4tQT0KxoQ_fJeGC7zT99o9A,amazing and easy to create video,5,0,2.128.0,2021-09-11 15:00:35,,
gp:AOqpTOFCSyjVNTPTx797CD_anzuZg6fnAW3g1VmLD9OD4oLQ25f4qpkY3nO6KCtgYFOmfvs_Tt1AZLu8kdjgb0k,krishna giri,https://play-lh.googleusercontent.com/a-/AOh14Gi8ljUGOPzxtSkMrYkV4qiaYHx6S8l-mEQc5Lae6EE,This app is awesome . Easy to use I love 😘 it.,5,0,2.127.0,2021-09-04 13:41:14,,
gp:AOqpTOH2WiA4CTxJFbx6-yldcBPvGd4rGkLsgRBhScW2fnFMK-6h6I7eYiWQl3pMwzKroGmXWYAsgXI1Mc_Quw8,Juliet Gordon,https://play-lh.googleusercontent.com/a-/AOh14GgkSs7hEy5dpfH6mVbbf1zEctknOWf3pK6iQFTIMw,"I love it , a great easy way to design all my business at a tip of my finger 🙏🏾",4,0,2.123.0,2021-08-07 03:39:18,"Hi Juliet. Thanks for reviewing our app and for giving us a great feedback. It means so much to us. If you have other concerns, reach us out at canva.me/android. Kind regards. - ED",2021-08-19 17:34:37
gp:AOqpTOFUsHfOKgdL0VbnCkhyehtQP7qoSpr0s0Nlc6bi05DwCOSt0eOITuzMPPOf6JpLs_kNPU4-tQvsqbaq_r8,pankaj Kumar,https://play-lh.googleusercontent.com/a-/AOh14GgSruAEKW0czWnjZ3B1SeB03fhWRPH-iCPqJcxe,very nice and easy to make logo,5,0,2.117.0,2021-06-30 19:51:07,,
gp:AOqpTOF8ePTEeXwcf43FYVJ536hlYE-jP2uB52NtzXnP1_v-72X6Y6CYBbQclDIT_hvzfbestnnwzmkufwQID2w,Jane THE EXPLORER,https://play-lh.googleusercontent.com/a-/AOh14GhBIdFFprO0x6GUlB4oZGHdu1S5F450qY0uSRnUMQ,"the best editing app, helps me a lot in making flyers for my small business",5,0,2.122.0,2021-08-01 10:11:32,,
gp:AOqpTOHeCTR70u36byrj51m5W800dlqKCEHYIIf10db71W4HAuO1HZsjbUVpS7avm-RBW3LGNxHFsp2fKaOUEQI,Aamir Abbas,https://play-lh.googleusercontent.com/a-/AOh14Gj_KMCAWG3akk7srPaf-yxEIUueqxuiI0irZSos,I love this app so much it is very useful and I love designing so this was perfect love it must install and I really want the pro version but my parents said on birthday so I am super excited and it is so fun with this app love it hope canva reply to me love this app 💘 😻 💜 💛 💚 🧡,5,0,2.123.0,2021-08-07 18:13:35,,
gp:AOqpTOHmmqw9uyPCc78kcSRz1cSqyETbkpI8QwAqq29jYDisKNrFTieP6fiw_Jt1r-i0aPRiUHiow-L9qXj4-W8,Hillary Siachitema,https://play-lh.googleusercontent.com/a/AATXAJy1asb9cragKP_guNJjc6wUaYtiOdsCnUnk99TE=mo,i love how you have every single template I need for my ads,5,0,2.122.0,2021-08-27 15:04:34,,
gp:AOqpTOGglhxtaUzRgYEpBrWp81uFiBJlLM51PnKFRCeM_IY9A1rMZqGvPcpBv9Qm-IEl96hzdNWBAe0-yir1tl0,Toria Campbell,https://play-lh.googleusercontent.com/a-/AOh14GjIcVvDyofc_JjqRLtw6NReGN9vS3PL12xocfY5,Great creative outlet. Perfect for DIYs,5,0,2.125.0,2021-08-26 16:31:54,,
gp:AOqpTOEdFZjyflf6CXgo_ZmW03jkuWjI3KAc3Awq7-gbWMac7Ly2p850aROag7wfJTLGxyvDaV_j9n5WRZp9Jq8,Geoffrey Gomez,https://play-lh.googleusercontent.com/a-/AOh14Ggdt1OxmmtrF3Bhc0moZOEqr-0URrt1jKjJemn4PQ,Easy to use and also a lot of options to play with.,5,0,2.123.0,2021-08-15 08:45:19,,
gp:AOqpTOFMbtAQEaSTCheWwhtArQJ02q1scxknCGTPPF4dXP6_PFB_gdlfL9az6XpM1rXOMiU16motePxTim0BAJE,Amanda Sokanyile,https://play-lh.googleusercontent.com/a-/AOh14Gjb88lalZdcVChokOxz09REuLQmLWtxS7Vah6s4,I love everything about this app. Makes my job so much easier,5,0,2.124.0,2021-08-17 22:44:24,,
